Start Training
next epoch
(' loss: ', 2.068793535232544)
(' loss: ', 2.067157030105591)
(' loss: ', 2.0670251846313477)
(' loss: ', 2.068195104598999)
(' loss: ', 2.0669307708740234)
(' loss: ', 2.0680227279663086)
(' loss: ', 2.0665063858032227)
(' loss: ', 2.0658063888549805)
(' loss: ', 2.069748878479004)
(' loss: ', 2.06925368309021)
(' loss: ', 2.0672168731689453)
(' loss: ', 2.0623297691345215)
(' loss: ', 2.067770481109619)
(' loss: ', 2.066960334777832)
(' loss: ', 2.069965362548828)
(' loss: ', 2.06847882270813)
(' loss: ', 2.0654451847076416)
(' loss: ', 2.0634284019470215)
(' loss: ', 2.0652692317962646)
(' loss: ', 2.067265510559082)
(' loss: ', 2.0692408084869385)
(' loss: ', 2.0702364444732666)
(' loss: ', 2.0669000148773193)
(' loss: ', 2.0652971267700195)
(' loss: ', 2.067481279373169)
(' loss: ', 2.065682888031006)
(' loss: ', 2.0631508827209473)
(' loss: ', 2.066014289855957)
(' loss: ', 2.0667386054992676)
(' loss: ', 2.067301034927368)
(' loss: ', 2.068105697631836)
(' loss: ', 2.066289186477661)
(' loss: ', 2.0711066722869873)
(' loss: ', 2.0684194564819336)
(' loss: ', 2.066645860671997)
(' loss: ', 2.067941665649414)
(' loss: ', 2.0659990310668945)
(' loss: ', 2.063858985900879)
(' loss: ', 2.065925359725952)
(' loss: ', 2.0722053050994873)
(' loss: ', 2.0674684047698975)
(' loss: ', 2.0688552856445312)
(' loss: ', 2.0684633255004883)
(' loss: ', 2.0632104873657227)
(' loss: ', 2.0691099166870117)
(' loss: ', 2.0705208778381348)
(' loss: ', 2.0644044876098633)
(' loss: ', 2.0712010860443115)
(' loss: ', 2.0656075477600098)
(' loss: ', 2.0679047107696533)
(' loss: ', 2.069098711013794)
(' loss: ', 2.063413143157959)
(' loss: ', 2.0696680545806885)
(' loss: ', 2.0620408058166504)
next epoch
(' loss: ', 2.0675466060638428)
(' loss: ', 2.0671024322509766)
(' loss: ', 2.0628345012664795)
(' loss: ', 2.067694902420044)
(' loss: ', 2.0680580139160156)
(' loss: ', 2.072517156600952)
(' loss: ', 2.066039562225342)
(' loss: ', 2.0643067359924316)
(' loss: ', 2.0654258728027344)
(' loss: ', 2.0710809230804443)
(' loss: ', 2.0642783641815186)
(' loss: ', 2.0650646686553955)
(' loss: ', 2.0716331005096436)
(' loss: ', 2.064682960510254)
(' loss: ', 2.0678610801696777)
(' loss: ', 2.0689806938171387)
(' loss: ', 2.06807279586792)
(' loss: ', 2.067378282546997)
(' loss: ', 2.0630643367767334)
(' loss: ', 2.066037893295288)
(' loss: ', 2.0665416717529297)
(' loss: ', 2.0661885738372803)
(' loss: ', 2.0665159225463867)
(' loss: ', 2.067030429840088)
(' loss: ', 2.064450979232788)
(' loss: ', 2.0611696243286133)
(' loss: ', 2.0689029693603516)
(' loss: ', 2.0682590007781982)
(' loss: ', 2.0674219131469727)
(' loss: ', 2.0684609413146973)
(' loss: ', 2.0691628456115723)
(' loss: ', 2.0646612644195557)
(' loss: ', 2.070998191833496)
(' loss: ', 2.068206787109375)
(' loss: ', 2.0655441284179688)
(' loss: ', 2.068911075592041)
(' loss: ', 2.0650877952575684)
(' loss: ', 2.066612958908081)
(' loss: ', 2.0640265941619873)
(' loss: ', 2.0679032802581787)
(' loss: ', 2.0649497509002686)
(' loss: ', 2.064736843109131)
(' loss: ', 2.0651068687438965)
(' loss: ', 2.066791534423828)
(' loss: ', 2.0704565048217773)
(' loss: ', 2.0675344467163086)
(' loss: ', 2.069342851638794)
(' loss: ', 2.0661988258361816)
(' loss: ', 2.0695321559906006)
(' loss: ', 2.065291404724121)
(' loss: ', 2.065715789794922)
(' loss: ', 2.0688014030456543)
(' loss: ', 2.065840482711792)
(' loss: ', 2.069082260131836)
(' loss: ', 2.070115327835083)
(' loss: ', 2.067316770553589)
(' loss: ', 2.065854787826538)
(' loss: ', 2.070068120956421)
(' loss: ', 2.0676395893096924)
(' loss: ', 2.0687978267669678)
(' loss: ', 2.0692200660705566)
(' loss: ', 2.0678775310516357)
(' loss: ', 2.067429304122925)
(' loss: ', 2.0664234161376953)
(' loss: ', 2.0651695728302)
(' loss: ', 2.065035581588745)
(' loss: ', 2.072894811630249)
(' loss: ', 2.0664620399475098)
(' loss: ', 2.0658206939697266)
(' loss: ', 2.0642800331115723)
(' loss: ', 2.0676686763763428)
(' loss: ', 2.0703752040863037)
(' loss: ', 2.0661745071411133)
(' loss: ', 2.0679709911346436)
(' loss: ', 2.0648980140686035)
(' loss: ', 2.0704150199890137)
(' loss: ', 2.066681146621704)
(' loss: ', 2.0622222423553467)
(' loss: ', 2.062497615814209)
(' loss: ', 2.0703036785125732)
(' loss: ', 2.0667290687561035)
(' loss: ', 2.068183660507202)
(' loss: ', 2.074371814727783)
(' loss: ', 2.0706100463867188)
(' loss: ', 2.0664467811584473)
(' loss: ', 2.0688316822052)
(' loss: ', 2.0703306198120117)
(' loss: ', 2.0682239532470703)
(' loss: ', 2.0628535747528076)
(' loss: ', 2.0655665397644043)
(' loss: ', 2.0671584606170654)
(' loss: ', 2.065040349960327)
(' loss: ', 2.065532922744751)
(' loss: ', 2.066504955291748)
(' loss: ', 2.0664358139038086)
(' loss: ', 2.066408395767212)
(' loss: ', 2.071248769760132)
(' loss: ', 2.068232774734497)
(' loss: ', 2.066786289215088)
(' loss: ', 2.0664710998535156)
(' loss: ', 2.070330858230591)
(' loss: ', 2.0687294006347656)
(' loss: ', 2.0711045265197754)
(' loss: ', 2.065546989440918)
(' loss: ', 2.066143751144409)
(' loss: ', 2.0658347606658936)
(' loss: ', 2.0681259632110596)
(' loss: ', 2.072007417678833)
(' loss: ', 2.0645694732666016)
(' loss: ', 2.067136287689209)
(' loss: ', 2.0659587383270264)
(' loss: ', 2.067324161529541)
(' loss: ', 2.0670642852783203)
(' loss: ', 2.0645194053649902)
(' loss: ', 2.068957805633545)
(' loss: ', 2.0672249794006348)
(' loss: ', 2.068871259689331)
(' loss: ', 2.070849657058716)
(' loss: ', 2.0661182403564453)
(' loss: ', 2.0634560585021973)
(' loss: ', 2.064774990081787)
(' loss: ', 2.0652096271514893)
(' loss: ', 2.0612869262695312)
(' loss: ', 2.0636987686157227)
(' loss: ', 2.060218095779419)
(' loss: ', 2.0683884620666504)
(' loss: ', 2.063631534576416)
(' loss: ', 2.0690529346466064)
(' loss: ', 2.068277359008789)
(' loss: ', 2.074618101119995)
(' loss: ', 2.0689587593078613)
(' loss: ', 2.064401626586914)
(' loss: ', 2.067568302154541)
(' loss: ', 2.0681111812591553)
(' loss: ', 2.068648099899292)
(' loss: ', 2.0705208778381348)
(' loss: ', 2.0676956176757812)
(' loss: ', 2.0670652389526367)
(' loss: ', 2.069276809692383)
(' loss: ', 2.0677177906036377)
(' loss: ', 2.0728342533111572)
(' loss: ', 2.069120407104492)
(' loss: ', 2.0665550231933594)
(' loss: ', 2.0699880123138428)
(' loss: ', 2.0632922649383545)
(' loss: ', 2.0662484169006348)
(' loss: ', 2.0672340393066406)
(' loss: ', 2.068836212158203)
(' loss: ', 2.0689961910247803)
(' loss: ', 2.0643465518951416)
(' loss: ', 2.0703089237213135)
(' loss: ', 2.0653107166290283)
(' loss: ', 2.069291830062866)
(' loss: ', 2.0653045177459717)
(' loss: ', 2.066977024078369)
(' loss: ', 2.06900691986084)
(' loss: ', 2.0668129920959473)
(' loss: ', 2.064911127090454)
(' loss: ', 2.0675835609436035)
(' loss: ', 2.0679495334625244)
(' loss: ', 2.065563440322876)
(' loss: ', 2.0633182525634766)
(' loss: ', 2.0636115074157715)
(' loss: ', 2.0682802200317383)
(' loss: ', 2.0635993480682373)
(' loss: ', 2.06787109375)
(' loss: ', 2.063809871673584)
(' loss: ', 2.0653390884399414)
(' loss: ', 2.071469306945801)
(' loss: ', 2.069904088973999)
(' loss: ', 2.0647470951080322)
(' loss: ', 2.066742181777954)
(' loss: ', 2.0625150203704834)
(' loss: ', 2.068463087081909)
(' loss: ', 2.0680484771728516)
(' loss: ', 2.0661873817443848)
(' loss: ', 2.067289352416992)
(' loss: ', 2.0683438777923584)
(' loss: ', 2.0644092559814453)
(' loss: ', 2.0677449703216553)
(' loss: ', 2.0662429332733154)
(' loss: ', 2.0701889991760254)
(' loss: ', 2.066617250442505)
(' loss: ', 2.0655901432037354)
(' loss: ', 2.069051742553711)
(' loss: ', 2.0662729740142822)
(' loss: ', 2.066901683807373)
(' loss: ', 2.066375255584717)
(' loss: ', 2.063836097717285)
(' loss: ', 2.0654287338256836)
(' loss: ', 2.069138288497925)
(' loss: ', 2.064434766769409)
(' loss: ', 2.0623650550842285)
(' loss: ', 2.0668764114379883)
(' loss: ', 2.068439245223999)
(' loss: ', 2.069175958633423)
(' loss: ', 2.0680909156799316)
(' loss: ', 2.066347599029541)
(' loss: ', 2.069053888320923)
(' loss: ', 2.0666558742523193)
(' loss: ', 2.0658345222473145)
(' loss: ', 2.0663912296295166)
(' loss: ', 2.065033197402954)
(' loss: ', 2.066981554031372)
(' loss: ', 2.0673041343688965)
(' loss: ', 2.0658743381500244)
(' loss: ', 2.0676488876342773)
(' loss: ', 2.065497636795044)
(' loss: ', 2.0672483444213867)
(' loss: ', 2.0671443939208984)
(' loss: ', 2.0670764446258545)
(' loss: ', 2.0663933753967285)
(' loss: ', 2.066434621810913)
(' loss: ', 2.067795515060425)
(' loss: ', 2.0708649158477783)
(' loss: ', 2.071667432785034)
(' loss: ', 2.0676510334014893)
(' loss: ', 2.0702078342437744)
(' loss: ', 2.069141149520874)
(' loss: ', 2.068526268005371)
(' loss: ', 2.063478708267212)
(' loss: ', 2.0676310062408447)
(' loss: ', 2.0696120262145996)
(' loss: ', 2.066932201385498)
(' loss: ', 2.0662217140197754)
(' loss: ', 2.0669472217559814)
(' loss: ', 2.067122459411621)
(' loss: ', 2.0642757415771484)
(' loss: ', 2.0635504722595215)
(' loss: ', 2.0673680305480957)
(' loss: ', 2.0675346851348877)
(' loss: ', 2.0649712085723877)
(' loss: ', 2.064393997192383)
(' loss: ', 2.063790798187256)
(' loss: ', 2.073002576828003)
(' loss: ', 2.0643398761749268)
(' loss: ', 2.068500518798828)
(' loss: ', 2.065194606781006)
(' loss: ', 2.066765785217285)
next epoch
(' loss: ', 2.0675244331359863)
(' loss: ', 2.0624725818634033)
(' loss: ', 2.0678954124450684)
(' loss: ', 2.065312623977661)
(' loss: ', 2.0706369876861572)
(' loss: ', 2.065661907196045)
(' loss: ', 2.0673460960388184)
(' loss: ', 2.0686793327331543)
(' loss: ', 2.064445734024048)
(' loss: ', 2.0653982162475586)
(' loss: ', 2.0670135021209717)
(' loss: ', 2.0743632316589355)
(' loss: ', 2.063403367996216)
(' loss: ', 2.061143159866333)
(' loss: ', 2.0631155967712402)
(' loss: ', 2.0630502700805664)
(' loss: ', 2.064638614654541)
(' loss: ', 2.066790819168091)
(' loss: ', 2.0689826011657715)
(' loss: ', 2.0678365230560303)
(' loss: ', 2.0599734783172607)
(' loss: ', 2.0663001537323)
(' loss: ', 2.0665829181671143)
(' loss: ', 2.0662343502044678)
(' loss: ', 2.064418077468872)
(' loss: ', 2.0648069381713867)
(' loss: ', 2.066667079925537)
(' loss: ', 2.0661351680755615)
(' loss: ', 2.0691139698028564)
(' loss: ', 2.0678060054779053)
(' loss: ', 2.0656352043151855)
(' loss: ', 2.0730862617492676)
(' loss: ', 2.064953565597534)
(' loss: ', 2.0653841495513916)
(' loss: ', 2.066868782043457)
(' loss: ', 2.066970109939575)
(' loss: ', 2.064368963241577)
(' loss: ', 2.0694096088409424)
(' loss: ', 2.071199893951416)
(' loss: ', 2.069753646850586)
(' loss: ', 2.0677478313446045)
(' loss: ', 2.06247615814209)
(' loss: ', 2.0668091773986816)
(' loss: ', 2.063873052597046)
(' loss: ', 2.0646636486053467)
(' loss: ', 2.0670225620269775)
(' loss: ', 2.068011999130249)
(' loss: ', 2.0658936500549316)
(' loss: ', 2.0630829334259033)
(' loss: ', 2.06447172164917)
(' loss: ', 2.0641868114471436)
(' loss: ', 2.0700910091400146)
(' loss: ', 2.0681004524230957)
(' loss: ', 2.0672826766967773)
(' loss: ', 2.0716075897216797)
(' loss: ', 2.0657339096069336)
(' loss: ', 2.0701446533203125)
(' loss: ', 2.069608688354492)
(' loss: ', 2.0656511783599854)
(' loss: ', 2.0671181678771973)
(' loss: ', 2.064970016479492)
(' loss: ', 2.0665199756622314)
(' loss: ', 2.065793037414551)
(' loss: ', 2.0658154487609863)
(' loss: ', 2.0680978298187256)
(' loss: ', 2.066951036453247)
(' loss: ', 2.06838059425354)
(' loss: ', 2.065868377685547)
(' loss: ', 2.0649943351745605)
(' loss: ', 2.0647928714752197)
(' loss: ', 2.063343048095703)
(' loss: ', 2.0676071643829346)
(' loss: ', 2.0662341117858887)
(' loss: ', 2.0680460929870605)
(' loss: ', 2.0683860778808594)
(' loss: ', 2.0665411949157715)
(' loss: ', 2.066648244857788)
(' loss: ', 2.068054676055908)
(' loss: ', 2.0710556507110596)
(' loss: ', 2.068345546722412)
(' loss: ', 2.0662543773651123)
(' loss: ', 2.070340394973755)
(' loss: ', 2.0657758712768555)
(' loss: ', 2.064598798751831)
(' loss: ', 2.0620360374450684)
(' loss: ', 2.066108226776123)
(' loss: ', 2.0685815811157227)
(' loss: ', 2.0678985118865967)
(' loss: ', 2.067594051361084)
(' loss: ', 2.0670418739318848)
(' loss: ', 2.061683177947998)
(' loss: ', 2.0693836212158203)
(' loss: ', 2.0664799213409424)
(' loss: ', 2.068840742111206)
(' loss: ', 2.063495635986328)
(' loss: ', 2.067199468612671)
(' loss: ', 2.069239854812622)
(' loss: ', 2.0689916610717773)
(' loss: ', 2.0650429725646973)
(' loss: ', 2.0712575912475586)
(' loss: ', 2.0715551376342773)
(' loss: ', 2.0723354816436768)
(' loss: ', 2.0612685680389404)
(' loss: ', 2.0651235580444336)
(' loss: ', 2.0685877799987793)
(' loss: ', 2.063002824783325)
(' loss: ', 2.069234848022461)
(' loss: ', 2.0608034133911133)
(' loss: ', 2.0703115463256836)
(' loss: ', 2.068241834640503)
(' loss: ', 2.068354368209839)
(' loss: ', 2.0672764778137207)
(' loss: ', 2.067345380783081)
(' loss: ', 2.063908100128174)
(' loss: ', 2.0670316219329834)
(' loss: ', 2.071270704269409)
(' loss: ', 2.0664494037628174)
(' loss: ', 2.0635571479797363)
(' loss: ', 2.064467668533325)
(' loss: ', 2.0640981197357178)
(' loss: ', 2.0681982040405273)
(' loss: ', 2.0673248767852783)
(' loss: ', 2.068063259124756)
(' loss: ', 2.0621819496154785)
(' loss: ', 2.0699234008789062)
(' loss: ', 2.0660643577575684)
(' loss: ', 2.0702669620513916)
(' loss: ', 2.068664789199829)
(' loss: ', 2.063417911529541)
(' loss: ', 2.068829298019409)
(' loss: ', 2.06691575050354)
(' loss: ', 2.064095973968506)
(' loss: ', 2.068002462387085)
(' loss: ', 2.062626838684082)
(' loss: ', 2.0696072578430176)
(' loss: ', 2.067232131958008)
(' loss: ', 2.0660109519958496)
(' loss: ', 2.0676891803741455)
(' loss: ', 2.073423385620117)
(' loss: ', 2.0622878074645996)
(' loss: ', 2.067962408065796)
(' loss: ', 2.0686919689178467)
(' loss: ', 2.0647952556610107)
(' loss: ', 2.065112829208374)
(' loss: ', 2.063912868499756)
(' loss: ', 2.075026512145996)
(' loss: ', 2.0676047801971436)
(' loss: ', 2.0677547454833984)
(' loss: ', 2.0696306228637695)
(' loss: ', 2.068333625793457)
(' loss: ', 2.0657553672790527)
(' loss: ', 2.0655927658081055)
(' loss: ', 2.0654706954956055)
(' loss: ', 2.0682907104492188)
(' loss: ', 2.065878391265869)
(' loss: ', 2.071396589279175)
(' loss: ', 2.0662267208099365)
(' loss: ', 2.063802480697632)
(' loss: ', 2.0679030418395996)
(' loss: ', 2.0651824474334717)
(' loss: ', 2.0677003860473633)
(' loss: ', 2.067838191986084)
(' loss: ', 2.0639617443084717)
(' loss: ', 2.066525936126709)
(' loss: ', 2.0659263134002686)
(' loss: ', 2.0688393115997314)
(' loss: ', 2.067988395690918)
(' loss: ', 2.066119432449341)
(' loss: ', 2.069317102432251)
(' loss: ', 2.0679025650024414)
(' loss: ', 2.0653717517852783)
(' loss: ', 2.0652875900268555)
(' loss: ', 2.070402145385742)
(' loss: ', 2.0695197582244873)
(' loss: ', 2.06929874420166)
(' loss: ', 2.0679807662963867)
(' loss: ', 2.070612907409668)
(' loss: ', 2.0679898262023926)
(' loss: ', 2.066222906112671)
(' loss: ', 2.06787109375)
(' loss: ', 2.0699400901794434)
(' loss: ', 2.068248987197876)
(' loss: ', 2.0663743019104004)
(' loss: ', 2.066981077194214)
(' loss: ', 2.066601037979126)
(' loss: ', 2.065537214279175)
(' loss: ', 2.0659232139587402)
(' loss: ', 2.0669965744018555)
(' loss: ', 2.0664284229278564)
(' loss: ', 2.063750982284546)
(' loss: ', 2.064668893814087)
(' loss: ', 2.0683486461639404)
(' loss: ', 2.06656551361084)
(' loss: ', 2.0668740272521973)
(' loss: ', 2.0682098865509033)
(' loss: ', 2.0666098594665527)
(' loss: ', 2.0628480911254883)
(' loss: ', 2.0609524250030518)
(' loss: ', 2.0721616744995117)
(' loss: ', 2.068655014038086)
(' loss: ', 2.0682294368743896)
(' loss: ', 2.0672812461853027)
(' loss: ', 2.066209316253662)
(' loss: ', 2.0661611557006836)
(' loss: ', 2.0682826042175293)
(' loss: ', 2.0708909034729004)
(' loss: ', 2.069620370864868)
(' loss: ', 2.0689423084259033)
(' loss: ', 2.068718671798706)
(' loss: ', 2.0688681602478027)
(' loss: ', 2.0685508251190186)
(' loss: ', 2.066357135772705)
(' loss: ', 2.071126699447632)
(' loss: ', 2.068215847015381)
(' loss: ', 2.0714900493621826)
(' loss: ', 2.0683095455169678)
(' loss: ', 2.06445050239563)
(' loss: ', 2.0649313926696777)
(' loss: ', 2.0670325756073)
(' loss: ', 2.064378499984741)
(' loss: ', 2.065922498703003)
(' loss: ', 2.065575361251831)
(' loss: ', 2.0669193267822266)
(' loss: ', 2.0677571296691895)
(' loss: ', 2.0672364234924316)
(' loss: ', 2.066584587097168)
(' loss: ', 2.0650734901428223)
(' loss: ', 2.0623178482055664)
(' loss: ', 2.065610647201538)
(' loss: ', 2.072150230407715)
(' loss: ', 2.0676393508911133)
(' loss: ', 2.066256284713745)
(' loss: ', 2.068326473236084)
(' loss: ', 2.069110631942749)
(' loss: ', 2.0651559829711914)
(' loss: ', 2.067440986633301)
(' loss: ', 2.068087339401245)
(' loss: ', 2.0665831565856934)
(' loss: ', 2.0633769035339355)
next epoch
(' loss: ', 2.067411422729492)
(' loss: ', 2.0610971450805664)
(' loss: ', 2.069985866546631)
(' loss: ', 2.0667953491210938)
(' loss: ', 2.0658516883850098)
(' loss: ', 2.0662925243377686)
(' loss: ', 2.061786413192749)
(' loss: ', 2.065556764602661)
(' loss: ', 2.068547010421753)
(' loss: ', 2.065640449523926)
(' loss: ', 2.0612661838531494)
(' loss: ', 2.067304849624634)
(' loss: ', 2.0658154487609863)
(' loss: ', 2.0625531673431396)
(' loss: ', 2.064218282699585)
(' loss: ', 2.063079595565796)
(' loss: ', 2.0706899166107178)
(' loss: ', 2.066378593444824)
(' loss: ', 2.0680413246154785)
(' loss: ', 2.0666754245758057)
(' loss: ', 2.0710244178771973)
(' loss: ', 2.0669167041778564)
(' loss: ', 2.0674712657928467)
(' loss: ', 2.0692312717437744)
(' loss: ', 2.0700795650482178)
(' loss: ', 2.0656235218048096)
(' loss: ', 2.0658087730407715)
(' loss: ', 2.063659429550171)
(' loss: ', 2.066013813018799)
(' loss: ', 2.062530040740967)
(' loss: ', 2.066434621810913)
(' loss: ', 2.0694005489349365)
(' loss: ', 2.064833641052246)
(' loss: ', 2.068380117416382)
(' loss: ', 2.0642030239105225)
(' loss: ', 2.0707688331604004)
(' loss: ', 2.062188148498535)
(' loss: ', 2.068868637084961)
(' loss: ', 2.0683488845825195)
(' loss: ', 2.067113161087036)
(' loss: ', 2.0660347938537598)
(' loss: ', 2.062138795852661)
(' loss: ', 2.062457323074341)
(' loss: ', 2.067631483078003)
(' loss: ', 2.0738234519958496)
(' loss: ', 2.06455397605896)
(' loss: ', 2.0662736892700195)
(' loss: ', 2.066815137863159)
(' loss: ', 2.066145896911621)
(' loss: ', 2.0634796619415283)
(' loss: ', 2.0719759464263916)
(' loss: ', 2.064486503601074)
(' loss: ', 2.0690665245056152)
(' loss: ', 2.0652523040771484)
(' loss: ', 2.0627262592315674)
(' loss: ', 2.071031093597412)
(' loss: ', 2.0623939037323)
(' loss: ', 2.069082260131836)
(' loss: ', 2.0667850971221924)
(' loss: ', 2.064131259918213)
(' loss: ', 2.06463623046875)
(' loss: ', 2.063206195831299)
(' loss: ', 2.0653374195098877)
(' loss: ', 2.065976142883301)
(' loss: ', 2.070861577987671)
(' loss: ', 2.066190719604492)
(' loss: ', 2.0749826431274414)
(' loss: ', 2.068315267562866)
(' loss: ', 2.066101312637329)
(' loss: ', 2.0677127838134766)
(' loss: ', 2.068063974380493)
(' loss: ', 2.0632643699645996)
(' loss: ', 2.0691285133361816)
(' loss: ', 2.065260887145996)
(' loss: ', 2.064767360687256)
(' loss: ', 2.0685763359069824)
(' loss: ', 2.06941294670105)
(' loss: ', 2.074254274368286)
